vib_rms,vib_peak,current_rms,current_std
2.4691419029879986,3.0014875788601882,3.1843366544364504,0.475876394214367
1.741977635891313,3.055618304671796,2.8033305938363196,0.5352055396514297
2.0480603884704918,2.9900902981547857,3.014372411467409,0.37484605758095557
1.7688623556474787,4.451213224886041,3.6392259313036495,0.644376460407326
1.7827518862838423,4.636403398391884,3.0955495340099515,0.4917848821607431
1.8454139382656802,3.043402965000419,3.0232182740780744,0.6117295831588128
2.1110668858168564,2.834115541516617,2.3200719295100405,0.5342725346377704
1.7606256891682612,3.8771324451091234,3.3731267830136105,0.5456753219153784
2.6278780627867606,3.058221564575223,3.3227420905705376,0.5569767280232204
1.552696348890248,4.006345454204409,4.08162736165273,0.5447708560017315
1.9065641779193205,3.66233841668104,2.8461108825234995,0.5642722759867544
1.7801344708629125,2.2874047080022146,3.1095751638319693,0.6329152530132431
2.7234889421768664,4.738004161064049,3.1246918418553777,0.519652116970147
2.0982773882557875,4.936702138476417,3.7887266398817374,0.5709003757588512
2.5159222697343173,3.009769047612491,2.952352233806524,0.4910264305712773
1.257219813481514,3.189838752051213,3.1395107628851697,0.6440117215449472
2.133525132934629,3.728692312579924,3.3039482548582697,0.432360769794073
2.4448153978117184,3.76756543198962,3.093304561578179,0.6800940432910816
2.0411419946377123,4.026835418138265,2.7767831927247357,0.49598420493556566
2.5327401875326756,5.108163631013079,3.0970449964491538,0.3569224897881952
1.7413557749498139,3.3584422180047606,3.536815874929886,0.5128104414910789
2.70467372009279,2.861362204369237,2.48674235029447,0.4318948342525119
3.149449061809625,2.3965446175883782,3.066484837073438,0.5840643548988724
1.8185807197801704,2.9152559680464645,2.6499395925304134,0.4347376020697609
1.7772487392996141,3.4734984217009623,3.5975233144624212,0.45538165667852204
2.7266922385588503,4.93564629081423,2.2384065476081125,0.31104592690544686
2.7897860728653563,3.085910960771063,2.7205390763642057,0.45476936807509233
1.738569986423366,3.679030361311119,3.1886059375322606,0.2576120673371043
1.7899065914520713,3.4868616831417985,3.78276201461717,0.34160971765142767
1.8591076955697463,4.450714618758467,2.967124869463506,0.5760414656144297
1.3277747444828614,5.521545940698898,2.722400236653401,0.5785800158650832
1.5406740267579009,3.075304981663743,3.940578534720295,0.5425457561784964
1.4979296166239662,3.108448445985422,2.275993049791878,0.4033023856870787
1.6161012174479357,4.335328701655258,1.900597021689959,0.495228864385802
1.9826575563066093,4.045513191701049,3.220007225026666,0.49963974609094314
2.1171073662682605,4.977365860588827,2.7489728878236943,0.38416353108074575
2.7752502464070385,3.967142548260771,2.4893835914346436,0.650339830176715
1.5008229796306045,3.2125663273703524,3.3541782236496767,0.5877362290575672
2.492161199238292,3.9725238645538474,3.1219003568855994,0.4779035826170336
1.8930055778872454,4.3869628644663266,2.717960684631636,0.502688583899453
1.9752681451737835,4.156385744957891,2.3598478006645527,0.5208382807947552
2.337409746083302,3.905819224885838,3.4362286641400726,0.2958265131575709
1.4386389892188507,4.3533397516713235,3.3251005889793306,0.4752822617479403
2.1912048730920253,4.435436472356538,2.9504120681103085,0.4318015752002201
2.083226104106528,4.605727192830022,3.923318498023833,0.3998379990105084
2.2462256320040748,4.018967910071714,2.464957616836924,0.4718899707114045
2.144584321953909,3.3663055357465166,2.2372374145376304,0.6797686526849522
3.2276500699554473,3.6173709491466584,2.6540459650593777,0.564084286126701
1.681130007874342,4.465207173206686,2.9772069918222512,0.4428821010217203
1.7345015224990912,2.846451463210211,3.121669724661346,0.5572582781356159
