vib_rms,vib_peak,vib_crest,vib_kurt,cur_rms,cur_std,dom_freq,spec_rms,spec_cent,band1,band2,band3,label
21.062387399170458,34.19685909831486,1.6235984292093169,0.15743715496735966,3.94987415797172,0.034684302531827985,49.21875,105.86182997708433,28.067258992097774,1951.6160952918017,888.7179049883117,3793.5810111148503,critical
20.380860447774047,34.19233764895287,1.67766899414738,0.10798449512793429,3.9450257898043763,0.03478681449233283,49.21875,101.16421604394132,28.258815966144684,1915.4212577787057,947.6482214579769,4077.2571681749887,critical
20.165956870943223,33.937607592168305,1.6829158074509967,0.11488701985201288,3.9424226051912794,0.03281475275666613,49.609375,96.23623508237911,27.597254531936468,1512.3479662616394,802.8553987448958,3088.2343327560893,critical
20.366034650428663,33.87565472858052,1.6633407194072591,0.06867153550461547,3.9454093243041286,0.03388944809444657,49.609375,98.19949781031214,27.82397933192625,1551.9694106441943,863.2537930597175,3201.016827415892,critical
21.52622051295905,33.87565472858052,1.573692637154454,0.0016759660138760957,3.9455881296249884,0.034882576597591426,49.609375,106.14720342230046,27.88128403006767,1589.0180434196623,907.7473287766929,3249.7398070084796,critical
21.280153975273937,33.95261601231929,1.595506125104845,0.08471929674200496,3.943306466905681,0.03469488572480126,49.609375,105.92427811404173,28.159018194278644,1449.5756254570458,797.4943903750155,3174.182815590634,critical
20.01193119490689,33.95261601231929,1.6966186661317193,0.33014755244064853,3.945216129178687,0.03700576284291357,49.609375,99.80950838171916,27.698027175326313,1605.9163434633836,737.9216528966549,3098.328044058883,critical
19.027794089163603,33.91977578183559,1.7826436223298412,0.39282813604666833,3.9455561752027655,0.035116554506441244,49.609375,78.11301171222112,27.55355905901033,1320.5997463157587,626.6321525980651,2757.758247849717,critical
17.082574927405695,22.231148288381327,1.301393284183074,-1.6360215084379814,3.9444654180270886,0.030830460473404063,49.609375,38.56688470259735,25.323794116391618,567.7239232730228,310.88851779613015,1132.9876833537637,critical
17.056520241705314,27.30298055103142,1.600735681283425,-1.4292863251137822,3.9453707273664445,0.03127613864805807,25.0,37.31207199836184,25.67094547328293,619.9087571264444,513.973714292677,1413.5797908844963,critical
19.359774410274486,33.751476146236925,1.7433816856141253,-0.06023199425061376,3.941418859718377,0.0348146356153496,49.21875,74.4158574499666,27.293057595887184,1220.3100001295147,839.8172514840516,2629.915094543875,critical
20.493832615541393,33.76638770330637,1.6476365516937113,-0.012684699250551823,3.9418463505526753,0.03505344088405768,49.21875,99.73167209445052,27.965072177570445,1600.9598789276627,869.2058996712957,3371.7865080504635,critical
20.14640494986113,34.163972547260954,1.6957850609371705,0.1636393703218224,3.9446314700636154,0.03444779219168279,49.21875,100.60238610987162,28.948360275487584,1493.8539821781924,872.2609226496628,3482.5442242219724,critical
20.8112247640762,34.37519900233306,1.651762421019011,0.19479690677028128,3.9416812624291495,0.033682496679172724,48.046875,105.37185861659731,29.874657787973288,1568.881964025488,1067.6045629593673,4425.1516893568605,critical
20.609629334887256,34.37519900233306,1.6679193226670999,0.22098312552875932,3.939706522934672,0.03150531931452931,49.609375,102.75163862858754,28.772857261861386,1549.800330445835,966.4010500737434,3528.620060074448,critical
19.785901944460868,34.03878675423083,1.7203555768171463,0.49099039488354723,3.944125099433155,0.03491171470107157,48.828125,102.01406596490098,29.55507630428474,1225.0033958865063,733.6247963283565,3300.5028972441683,critical
18.185337003247415,33.719710462873195,1.8542252175473861,1.0183486205130352,3.943556912412471,0.037873975435690606,49.21875,73.03931920858139,28.109536416281305,1043.1078550999205,646.5005032204172,2789.7623145338675,critical
16.290870903454113,22.72682609692783,1.3950651398700884,-1.3927387078046833,3.9419549388342197,0.03577676616506591,25.0,49.615744662276185,28.49254754980082,763.7470514224308,527.6143386474121,2307.9798966870612,critical
21.485974144743675,33.71282698158076,1.569062065927283,-0.3277328990592081,3.9411434534778533,0.03244967697190383,49.609375,114.88219020984165,29.583265786544622,1318.9947339013563,876.6899409311959,3651.996213950328,critical
25.95836684278594,33.71282698158076,1.298726810683436,-0.6299292125604095,3.935851585145753,0.03443074272786532,25.0,61.96681854352452,24.19822596328299,926.6270980137624,633.0611640405259,2084.942113195107,critical
